"base_round","round_offset_from_base_round","roundwindow_size","train_start_round","train_end_round","oos_start_round","oos_end_round","raw_oos_round_count","n_models","validation_sample_size","mean_is_return","mean_forward_oos_return","is_maxdrawdown","forward_oos_maxdrawdown","status"
843,125,120,968,1087,1088,1197,110,9,109,0.0187,0.0053,0.0001,0.3518,"ok"
843,125,125,968,1092,1093,1197,105,8,104,0.0187,0.0046,0.0001,0.3511,"ok"
843,125,130,968,1097,1098,1197,100,8,99,0.0191,0.0033,0,0.3435,"ok"
843,125,135,968,1102,1103,1197,95,9,94,0.0195,0.002,0,0.3314,"ok"
843,125,140,968,1107,1108,1197,90,9,89,0.0195,0.0008,0,0.3316,"ok"
843,125,145,968,1112,1113,1197,85,8,84,0.0191,0.0005,0.0001,0.361,"ok"
843,125,150,968,1117,1118,1197,80,9,79,0.0189,0.0003,0,0.3217,"ok"
843,125,155,968,1122,1123,1197,75,9,74,0.0199,0.0003,0.0016,0.2656,"ok"
843,125,160,968,1127,1128,1197,70,9,69,0.0197,-0.0006,0.0018,0.2656,"ok"
843,125,165,968,1132,1133,1197,65,9,64,0.0194,-0.0009,0.0017,0.2657,"ok"
843,125,170,968,1137,1138,1197,60,19,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,125,175,968,1142,1143,1197,55,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,180,968,1147,1148,1197,50,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,185,968,1152,1153,1197,45,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,190,968,1157,1158,1197,40,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,195,968,1162,1163,1197,35,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,200,968,1167,1168,1197,30,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,205,968,1172,1173,1197,25,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,210,968,1177,1178,1197,20,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,215,968,1182,1183,1197,15,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,220,968,1187,1188,1197,10,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,225,968,1192,1193,1197,5,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,230,968,1197,NA,NA,0,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,125,235,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,240,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,245,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,250,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,255,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,260,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,265,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,270,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,275,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,280,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,285,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,290,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,125,295,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,60,973,1032,1033,1197,165,13,158,0.0182,0.0087,0,0.1972,"ok"
843,130,65,973,1037,1038,1197,160,14,153,0.0182,0.0077,0,0.2411,"ok"
843,130,70,973,1042,1043,1197,155,10,154,0.0184,0.008,0,0.1868,"ok"
843,130,75,973,1047,1048,1197,150,10,149,0.0169,0.0068,0,0.2337,"ok"
843,130,80,973,1052,1053,1197,145,11,144,0.0172,0.0059,0,0.2431,"ok"
843,130,85,973,1057,1058,1197,140,11,139,0.0179,0.0049,0,0.2414,"ok"
843,130,90,973,1062,1063,1197,135,11,134,0.0183,0.0039,0,0.271,"ok"
843,130,95,973,1067,1068,1197,130,11,129,0.0189,0.0041,0,0.2552,"ok"
843,130,100,973,1072,1073,1197,125,11,124,0.0189,0.0041,0,0.2429,"ok"
843,130,105,973,1077,1078,1197,120,7,119,0.0205,0.0058,0,0.2961,"ok"
843,130,110,973,1082,1083,1197,115,9,114,0.0188,0.0049,0.0001,0.3296,"ok"
843,130,115,973,1087,1088,1197,110,10,109,0.0171,0.0048,0,0.3798,"ok"
843,130,120,973,1092,1093,1197,105,9,104,0.0177,0.0047,0,0.3424,"ok"
843,130,125,973,1097,1098,1197,100,8,99,0.0181,0.0034,0,0.3362,"ok"
843,130,130,973,1102,1103,1197,95,9,94,0.0186,0.0019,0,0.3299,"ok"
843,130,135,973,1107,1108,1197,90,8,89,0.0187,0.0008,0,0.3324,"ok"
843,130,140,973,1112,1113,1197,85,8,84,0.0183,0.0005,0,0.3602,"ok"
843,130,145,973,1117,1118,1197,80,9,79,0.0181,0.0003,0.0001,0.3176,"ok"
843,130,150,973,1122,1123,1197,75,9,74,0.0189,0.0004,0.0022,0.2622,"ok"
843,130,155,973,1127,1128,1197,70,9,69,0.0187,-0.0006,0.0018,0.2649,"ok"
843,130,160,973,1132,1133,1197,65,10,64,0.0184,-0.001,0.0015,0.2669,"ok"
843,130,165,973,1137,1138,1197,60,19,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,130,170,973,1142,1143,1197,55,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,175,973,1147,1148,1197,50,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,180,973,1152,1153,1197,45,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,185,973,1157,1158,1197,40,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,190,973,1162,1163,1197,35,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,195,973,1167,1168,1197,30,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,200,973,1172,1173,1197,25,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,205,973,1177,1178,1197,20,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,210,973,1182,1183,1197,15,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,215,973,1187,1188,1197,10,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,220,973,1192,1193,1197,5,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,225,973,1197,NA,NA,0,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,130,230,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,235,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,240,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,245,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,250,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,255,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,260,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,265,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,270,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,275,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,280,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,285,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,290,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,130,295,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,60,978,1037,1038,1197,160,13,153,0.0175,0.0078,0,0.2044,"ok"
843,135,65,978,1042,1043,1197,155,10,154,0.0176,0.0083,0,0.1699,"ok"
843,135,70,978,1047,1048,1197,150,11,149,0.0168,0.0076,0,0.2171,"ok"
843,135,75,978,1052,1053,1197,145,10,144,0.0163,0.0062,0,0.2342,"ok"
843,135,80,978,1057,1058,1197,140,11,139,0.0171,0.005,0,0.2428,"ok"
843,135,85,978,1062,1063,1197,135,11,134,0.0175,0.004,0,0.2542,"ok"
843,135,90,978,1067,1068,1197,130,11,129,0.0183,0.0042,0,0.2405,"ok"
843,135,95,978,1072,1073,1197,125,11,124,0.018,0.004,0,0.254,"ok"
843,135,100,978,1077,1078,1197,120,7,119,0.0198,0.0058,0,0.2905,"ok"
843,135,105,978,1082,1083,1197,115,9,114,0.018,0.0049,0.0002,0.3283,"ok"
843,135,110,978,1087,1088,1197,110,10,109,0.0162,0.0048,0,0.3709,"ok"
843,135,115,978,1092,1093,1197,105,10,104,0.0163,0.0042,0,0.371,"ok"
843,135,120,978,1097,1098,1197,100,9,99,0.0174,0.0034,0,0.3369,"ok"
843,135,125,978,1102,1103,1197,95,8,94,0.0178,0.002,0,0.332,"ok"
843,135,130,978,1107,1108,1197,90,8,89,0.018,0.0009,0,0.3313,"ok"
843,135,135,978,1112,1113,1197,85,8,84,0.0176,0.0005,0,0.3314,"ok"
843,135,140,978,1117,1118,1197,80,9,79,0.0174,0.0003,0.0002,0.3174,"ok"
843,135,145,978,1122,1123,1197,75,9,74,0.0183,0.0004,0.0024,0.2609,"ok"
843,135,150,978,1127,1128,1197,70,9,69,0.0181,-0.0006,0.0018,0.2641,"ok"
843,135,155,978,1132,1133,1197,65,10,64,0.0178,-0.0009,0.0016,0.2651,"ok"
843,135,160,978,1137,1138,1197,60,19,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,135,165,978,1142,1143,1197,55,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,170,978,1147,1148,1197,50,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,175,978,1152,1153,1197,45,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,180,978,1157,1158,1197,40,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,185,978,1162,1163,1197,35,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,190,978,1167,1168,1197,30,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,195,978,1172,1173,1197,25,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,200,978,1177,1178,1197,20,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,205,978,1182,1183,1197,15,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,210,978,1187,1188,1197,10,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,215,978,1192,1193,1197,5,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,220,978,1197,NA,NA,0,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,135,225,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,230,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,235,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,240,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,245,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,250,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,255,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,260,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,265,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,270,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,275,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,280,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,285,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,290,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,135,295,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,60,983,1042,1043,1197,155,10,154,0.0177,0.0077,0,0.1865,"ok"
843,140,65,983,1047,1048,1197,150,12,149,0.0171,0.0073,0,0.2032,"ok"
843,140,70,983,1052,1053,1197,145,10,144,0.0174,0.0065,0,0.2208,"ok"
843,140,75,983,1057,1058,1197,140,10,139,0.0181,0.0055,0,0.2391,"ok"
843,140,80,983,1062,1063,1197,135,10,134,0.0188,0.0049,0,0.2636,"ok"
843,140,85,983,1067,1068,1197,130,11,129,0.0188,0.0045,0,0.2398,"ok"
843,140,90,983,1072,1073,1197,125,12,124,0.0187,0.0044,0,0.2494,"ok"
843,140,95,983,1077,1078,1197,120,7,119,0.0197,0.0058,0,0.2851,"ok"
843,140,100,983,1082,1083,1197,115,9,114,0.0178,0.0049,0.0002,0.3281,"ok"
843,140,105,983,1087,1088,1197,110,11,109,0.016,0.0047,0,0.3749,"ok"
843,140,110,983,1092,1093,1197,105,11,104,0.016,0.0041,0,0.3746,"ok"
843,140,115,983,1097,1098,1197,100,10,99,0.0165,0.003,0,0.3607,"ok"
843,140,120,983,1102,1103,1197,95,10,94,0.0177,0.002,0,0.3309,"ok"
843,140,125,983,1107,1108,1197,90,8,89,0.0178,0.0008,0,0.332,"ok"
843,140,130,983,1112,1113,1197,85,8,84,0.0174,0.0004,0,0.3322,"ok"
843,140,135,983,1117,1118,1197,80,9,79,0.0172,0.0003,0.0002,0.3174,"ok"
843,140,140,983,1122,1123,1197,75,9,74,0.0181,0.0004,0.0022,0.2616,"ok"
843,140,145,983,1127,1128,1197,70,9,69,0.0179,-0.0006,0.0023,0.2613,"ok"
843,140,150,983,1132,1133,1197,65,10,64,0.0177,-0.0008,0.0016,0.2641,"ok"
843,140,155,983,1137,1138,1197,60,19,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,140,160,983,1142,1143,1197,55,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,165,983,1147,1148,1197,50,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,170,983,1152,1153,1197,45,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,175,983,1157,1158,1197,40,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,180,983,1162,1163,1197,35,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,185,983,1167,1168,1197,30,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,190,983,1172,1173,1197,25,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,195,983,1177,1178,1197,20,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,200,983,1182,1183,1197,15,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,205,983,1187,1188,1197,10,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,210,983,1192,1193,1197,5,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,215,983,1197,NA,NA,0,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,140,220,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,225,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,230,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,235,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,240,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,245,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,250,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,255,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,260,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,265,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,270,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,275,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,280,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,285,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,290,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,140,295,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,60,988,1047,1048,1197,150,10,149,0.0164,0.0066,0,0.2592,"ok"
843,145,65,988,1052,1053,1197,145,10,144,0.0169,0.0061,0,0.2588,"ok"
843,145,70,988,1057,1058,1197,140,10,139,0.0175,0.0053,0,0.2643,"ok"
843,145,75,988,1062,1063,1197,135,10,134,0.018,0.0046,0,0.2648,"ok"
843,145,80,988,1067,1068,1197,130,12,129,0.0182,0.0044,0,0.2528,"ok"
843,145,85,988,1072,1073,1197,125,11,124,0.018,0.0043,0,0.2527,"ok"
843,145,90,988,1077,1078,1197,120,7,119,0.0185,0.0058,0,0.2966,"ok"
843,145,95,988,1082,1083,1197,115,9,114,0.0167,0.0049,0.0002,0.3279,"ok"
843,145,100,988,1087,1088,1197,110,11,109,0.0145,0.0046,0,0.3801,"ok"
843,145,105,988,1092,1093,1197,105,11,104,0.0149,0.0041,0,0.3746,"ok"
843,145,110,988,1097,1098,1197,100,10,99,0.0155,0.003,0,0.365,"ok"
843,145,115,988,1102,1103,1197,95,10,94,0.0162,0.0015,0,0.3615,"ok"
843,145,120,988,1107,1108,1197,90,9,89,0.017,0.0009,0,0.3329,"ok"
843,145,125,988,1112,1113,1197,85,8,84,0.0166,0.0004,0,0.332,"ok"
843,145,130,988,1117,1118,1197,80,9,79,0.0163,0.0003,0.0003,0.3179,"ok"
843,145,135,988,1122,1123,1197,75,9,74,0.0176,0.0005,0.0023,0.2598,"ok"
843,145,140,988,1127,1128,1197,70,9,69,0.0174,-0.0006,0.0022,0.2616,"ok"
843,145,145,988,1132,1133,1197,65,11,64,0.0171,-0.0008,0.0016,0.2633,"ok"
843,145,150,988,1137,1138,1197,60,19,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,145,155,988,1142,1143,1197,55,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,160,988,1147,1148,1197,50,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,165,988,1152,1153,1197,45,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,170,988,1157,1158,1197,40,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,175,988,1162,1163,1197,35,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,180,988,1167,1168,1197,30,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,185,988,1172,1173,1197,25,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,190,988,1177,1178,1197,20,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,195,988,1182,1183,1197,15,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,200,988,1187,1188,1197,10,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,205,988,1192,1193,1197,5,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,210,988,1197,NA,NA,0,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,145,215,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,220,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,225,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,230,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,235,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,240,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,245,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,250,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,255,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,260,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,265,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,270,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,275,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,280,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,285,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,290,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,145,295,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,150,60,993,1052,1053,1197,145,10,144,0.016,0.0061,0,0.2587,"ok"
843,150,65,993,1057,1058,1197,140,11,139,0.0167,0.0054,0,0.2639,"ok"
843,150,70,993,1062,1063,1197,135,11,134,0.0173,0.0046,0,0.2649,"ok"
843,150,75,993,1067,1068,1197,130,11,129,0.0175,0.0045,0,0.2492,"ok"
843,150,80,993,1072,1073,1197,125,12,124,0.0173,0.0042,0,0.2488,"ok"
843,150,85,993,1077,1078,1197,120,7,119,0.0172,0.0058,0,0.2968,"ok"
843,150,90,993,1082,1083,1197,115,9,114,0.0146,0.0048,0,0.3456,"ok"
843,150,95,993,1087,1088,1197,110,10,109,0.0133,0.0046,0,0.3824,"ok"
843,150,100,993,1092,1093,1197,105,11,104,0.0135,0.0039,0,0.3801,"ok"
843,150,105,993,1097,1098,1197,100,11,99,0.0144,0.0029,0,0.3746,"ok"
843,150,110,993,1102,1103,1197,95,10,94,0.0151,0.0015,0,0.3613,"ok"
843,150,115,993,1107,1108,1197,90,10,89,0.0154,0.0004,0,0.3615,"ok"
843,150,120,993,1112,1113,1197,85,10,84,0.0156,0.0003,0,0.3526,"ok"
843,150,125,993,1117,1118,1197,80,9,79,0.0154,0.0002,0.0001,0.32,"ok"
843,150,130,993,1122,1123,1197,75,9,74,0.017,0.0006,0.0023,0.259,"ok"
843,150,135,993,1127,1128,1197,70,9,69,0.0168,-0.0005,0.0023,0.2598,"ok"
843,150,140,993,1132,1133,1197,65,10,64,0.0165,-0.0009,0.0015,0.2644,"ok"
843,150,145,993,1137,1138,1197,60,19,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,150,150,993,1142,1143,1197,55,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,155,993,1147,1148,1197,50,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,160,993,1152,1153,1197,45,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,165,993,1157,1158,1197,40,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,170,993,1162,1163,1197,35,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,175,993,1167,1168,1197,30,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,180,993,1172,1173,1197,25,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,185,993,1177,1178,1197,20,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,190,993,1182,1183,1197,15,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,195,993,1187,1188,1197,10,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,200,993,1192,1193,1197,5,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,205,993,1197,NA,NA,0,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,150,210,993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,150,215,993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,150,220,993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,150,225,993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
843,150,230,993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_train_window_out_of_range"
